Measurement,Value,Timestamp,Line
bad_count,2,2022-07-04 00:11:22.635416,line_2
state,normal,2022-07-04 00:11:22.635416,line_2
state,idle,2022-07-04 00:13:37.334169,line_1
state,normal,2022-07-04 00:14:27.892476,line_1
state,idle,2022-07-04 00:19:50.492687,line_1
bad_count,0,2022-07-04 00:19:50.492687,line_1
good_count,13,2022-07-04 00:19:50.492687,line_1
state,idle,2022-07-04 00:20:10.825936,line_2
bad_count,2,2022-07-04 00:20:10.825936,line_2
good_count,28,2022-07-04 00:20:10.825936,line_2
state,normal,2022-07-04 00:21:07.440347,line_2
state,normal,2022-07-04 00:21:18.940203,line_1
state,idle,2022-07-04 00:29:48.025380,line_2
bad_count,1,2022-07-04 00:29:48.025380,line_2
good_count,18,2022-07-04 00:29:48.025380,line_2
state,idle,2022-07-04 00:30:37.066953,line_2
state,normal,2022-07-04 00:31:22.657000,line_2
good_count,45,2022-07-04 00:34:09.207359,line_1
bad_count,1,2022-07-04 00:34:09.207359,line_1
state,normal,2022-07-04 00:34:09.207359,line_1
state,normal,2022-07-04 00:41:00.833365,line_2
bad_count,1,2022-07-04 00:41:00.833365,line_2
good_count,21,2022-07-04 00:41:00.833365,line_2
bad_count,1,2022-07-04 00:45:56.025732,line_1
good_count,40,2022-07-04 00:45:56.025732,line_1
state,normal,2022-07-04 00:45:56.025732,line_1
state,planned_stop,2022-07-04 00:47:38.560705,line_2
bad_count,1,2022-07-04 00:47:38.560705,line_2
good_count,12,2022-07-04 00:47:38.560705,line_2
good_count,35,2022-07-04 00:56:43.889584,line_1
bad_count,0,2022-07-04 00:56:43.889584,line_1
state,normal,2022-07-04 00:56:43.889584,line_1
good_count,37,2022-07-04 01:07:07.635951,line_1
bad_count,1,2022-07-04 01:07:07.635951,line_1
state,normal,2022-07-04 01:07:07.635951,line_1
good_count,21,2022-07-04 01:15:32.165534,line_1
bad_count,0,2022-07-04 01:15:32.165534,line_1
state,normal,2022-07-04 01:15:32.165534,line_1
good_count,28,2022-07-04 01:29:44.367921,line_1
bad_count,0,2022-07-04 01:29:44.367921,line_1
state,idle,2022-07-04 01:29:44.367921,line_1
state,idle,2022-07-04 01:30:20.937091,line_1
state,idle,2022-07-04 01:31:07.257745,line_1
state,normal,2022-07-04 01:31:39.622544,line_1
state,idle,2022-07-04 01:41:18.234986,line_2
good_count,39,2022-07-04 01:41:54.001808,line_1
state,normal,2022-07-04 01:41:54.001808,line_1
bad_count,1,2022-07-04 01:41:54.001808,line_1
state,normal,2022-07-04 01:42:17.770965,line_2
good_count,24,2022-07-04 01:54:21.865493,line_2
state,normal,2022-07-04 01:54:21.865493,line_2
bad_count,1,2022-07-04 01:54:21.865493,line_2
good_count,30,2022-07-04 01:55:21.062198,line_1
bad_count,0,2022-07-04 01:55:21.062198,line_1
state,normal,2022-07-04 01:55:21.062198,line_1
state,normal,2022-07-04 02:04:15.274791,line_1
bad_count,0,2022-07-04 02:04:15.274791,line_1
good_count,35,2022-07-04 02:04:15.274791,line_1
state,normal,2022-07-04 02:07:24.286093,line_2
bad_count,2,2022-07-04 02:07:24.286093,line_2
good_count,40,2022-07-04 02:07:24.286093,line_2
good_count,16,2022-07-04 02:13:04.746065,line_2
state,normal,2022-07-04 02:13:04.746065,line_2
bad_count,1,2022-07-04 02:13:04.746065,line_2
good_count,26,2022-07-04 02:16:58.286023,line_1
bad_count,0,2022-07-04 02:16:58.286023,line_1
state,normal,2022-07-04 02:16:58.286023,line_1
bad_count,1,2022-07-04 02:20:42.193552,line_2
good_count,22,2022-07-04 02:20:42.193552,line_2
state,planned_stop,2022-07-04 02:20:42.193552,line_2
state,normal,2022-07-04 02:22:01.872805,line_1
bad_count,0,2022-07-04 02:22:01.872805,line_1
good_count,15,2022-07-04 02:22:01.872805,line_1
good_count,20,2022-07-04 02:31:17.128176,line_1
bad_count,0,2022-07-04 02:31:17.128176,line_1
state,normal,2022-07-04 02:31:17.128176,line_1
bad_count,0,2022-07-04 02:39:28.274348,line_1
good_count,28,2022-07-04 02:39:28.274348,line_1
state,normal,2022-07-04 02:39:28.274348,line_1
state,normal,2022-07-04 02:47:55.106358,line_2
bad_count,1,2022-07-04 02:48:36.535996,line_1
state,idle,2022-07-04 02:48:36.535996,line_1
good_count,29,2022-07-04 02:48:36.535996,line_1
state,normal,2022-07-04 02:49:26.825911,line_1
state,idle,2022-07-04 02:57:36.086006,line_2
bad_count,1,2022-07-04 02:57:36.086006,line_2
good_count,21,2022-07-04 02:57:36.086006,line_2
state,normal,2022-07-04 02:58:21.619236,line_2
state,normal,2022-07-04 03:03:30.707670,line_1
bad_count,0,2022-07-04 03:03:30.707670,line_1
good_count,33,2022-07-04 03:03:30.707670,line_1
state,idle,2022-07-04 03:09:52.703577,line_2
good_count,32,2022-07-04 03:09:52.703577,line_2
bad_count,2,2022-07-04 03:09:52.703577,line_2
state,idle,2022-07-04 03:11:20.535510,line_2
state,idle,2022-07-04 03:11:55.420355,line_1
bad_count,0,2022-07-04 03:11:55.420355,line_1
good_count,30,2022-07-04 03:11:55.420355,line_1
state,normal,2022-07-04 03:12:08.146704,line_2
state,normal,2022-07-04 03:13:23.064889,line_1
good_count,33,2022-07-04 03:21:25.605463,line_1
bad_count,1,2022-07-04 03:21:25.605463,line_1
state,planned_stop,2022-07-04 03:21:25.605463,line_1
state,normal,2022-07-04 03:26:51.827927,line_2
bad_count,1,2022-07-04 03:26:51.827927,line_2
good_count,29,2022-07-04 03:26:51.827927,line_2
state,normal,2022-07-04 03:32:13.244820,line_2
bad_count,0,2022-07-04 03:32:13.244820,line_2
good_count,9,2022-07-04 03:32:13.244820,line_2
state,normal,2022-07-04 03:45:39.316346,line_2
bad_count,1,2022-07-04 03:45:39.316346,line_2
good_count,32,2022-07-04 03:45:39.316346,line_2
good_count,11,2022-07-04 03:51:39.067229,line_2
state,idle,2022-07-04 03:51:39.067229,line_2
bad_count,0,2022-07-04 03:51:39.067229,line_2
state,normal,2022-07-04 03:52:39.278075,line_2
state,idle,2022-07-04 03:53:12.632278,line_1
state,idle,2022-07-04 03:53:54.569940,line_1
state,normal,2022-07-04 03:55:21.895838,line_1
bad_count,1,2022-07-04 03:59:33.930617,line_2
good_count,21,2022-07-04 03:59:33.930617,line_2
state,idle,2022-07-04 03:59:33.930617,line_2
state,idle,2022-07-04 04:00:48.939817,line_2
state,idle,2022-07-04 04:01:33.609610,line_2
good_count,28,2022-07-04 04:02:20.670970,line_1
state,normal,2022-07-04 04:02:20.670970,line_1
bad_count,0,2022-07-04 04:02:20.670970,line_1
state,idle,2022-07-04 04:02:26.656699,line_2
state,idle,2022-07-04 04:03:37.577058,line_2
state,idle,2022-07-04 04:04:32.849040,line_2
state,idle,2022-07-04 04:05:03.239508,line_2
state,normal,2022-07-04 04:06:31.223356,line_2
good_count,21,2022-07-04 04:12:51.392495,line_2
bad_count,1,2022-07-04 04:12:51.392495,line_2
state,normal,2022-07-04 04:12:51.392495,line_2
good_count,47,2022-07-04 04:14:25.267327,line_1
bad_count,0,2022-07-04 04:14:25.267327,line_1
state,idle,2022-07-04 04:14:25.267327,line_1
state,normal,2022-07-04 04:15:47.338930,line_1
state,idle,2022-07-04 04:21:02.182704,line_1
bad_count,0,2022-07-04 04:21:02.182704,line_1
good_count,17,2022-07-04 04:21:02.182704,line_1
state,normal,2022-07-04 04:21:37.153607,line_1
state,planned_stop,2022-07-04 04:25:11.039385,line_2
bad_count,1,2022-07-04 04:25:11.039385,line_2
good_count,22,2022-07-04 04:25:11.039385,line_2
good_count,15,2022-07-04 04:27:16.010582,line_1
state,normal,2022-07-04 04:27:16.010582,line_1
bad_count,0,2022-07-04 04:27:16.010582,line_1
good_count,30,2022-07-04 04:35:43.932721,line_1
bad_count,0,2022-07-04 04:35:43.932721,line_1
state,normal,2022-07-04 04:35:43.932721,line_1
state,normal,2022-07-04 04:47:50.904417,line_1
good_count,47,2022-07-04 04:47:50.904417,line_1
bad_count,1,2022-07-04 04:47:50.904417,line_1
good_count,33,2022-07-04 04:59:25.130957,line_1
bad_count,1,2022-07-04 04:59:25.130957,line_1
state,normal,2022-07-04 04:59:25.130957,line_1
state,idle,2022-07-04 05:00:28.785403,line_2
state,normal,2022-07-04 05:01:46.332744,line_2
state,normal,2022-07-04 05:04:40.050552,line_1
bad_count,0,2022-07-04 05:04:40.050552,line_1
good_count,14,2022-07-04 05:04:40.050552,line_1
state,idle,2022-07-04 05:16:19.797968,line_2
good_count,47,2022-07-04 05:16:19.797968,line_2
bad_count,1,2022-07-04 05:16:19.797968,line_2
state,normal,2022-07-04 05:16:20.752727,line_1
bad_count,0,2022-07-04 05:16:20.752727,line_1
good_count,39,2022-07-04 05:16:20.752727,line_1
state,normal,2022-07-04 05:17:36.081288,line_2
bad_count,1,2022-07-04 05:26:27.655188,line_2
state,normal,2022-07-04 05:26:27.655188,line_2
good_count,22,2022-07-04 05:26:27.655188,line_2
bad_count,0,2022-07-04 05:28:00.830072,line_1
state,normal,2022-07-04 05:28:00.830072,line_1
good_count,28,2022-07-04 05:28:00.830072,line_1
state,normal,2022-07-04 05:32:01.721949,line_2
bad_count,1,2022-07-04 05:32:01.721949,line_2
good_count,17,2022-07-04 05:32:01.721949,line_2
state,idle,2022-07-04 05:33:42.613803,line_1
bad_count,0,2022-07-04 05:33:42.613803,line_1
good_count,21,2022-07-04 05:33:42.613803,line_1
state,normal,2022-07-04 05:34:59.194671,line_1
good_count,35,2022-07-04 05:45:26.075543,line_2
bad_count,1,2022-07-04 05:45:26.075543,line_2
state,idle,2022-07-04 05:45:26.075543,line_2
state,idle,2022-07-04 05:46:24.336727,line_2
bad_count,0,2022-07-04 05:46:52.088689,line_1
state,normal,2022-07-04 05:46:52.088689,line_1
good_count,31,2022-07-04 05:46:52.088689,line_1
state,normal,2022-07-04 05:47:09.220653,line_2
state,normal,2022-07-04 05:54:20.670262,line_1
bad_count,0,2022-07-04 05:54:20.670262,line_1
good_count,28,2022-07-04 05:54:20.670262,line_1
good_count,22,2022-07-04 05:59:33.752258,line_2
bad_count,1,2022-07-04 05:59:33.752258,line_2
state,normal,2022-07-04 05:59:33.752258,line_2
state,normal,2022-07-04 06:03:08.234791,line_1
good_count,30,2022-07-04 06:03:08.234791,line_1
bad_count,0,2022-07-04 06:03:08.234791,line_1
state,normal,2022-07-04 06:08:14.783527,line_1
bad_count,0,2022-07-04 06:08:14.783527,line_1
good_count,17,2022-07-04 06:08:14.783527,line_1
bad_count,2,2022-07-04 06:11:24.850127,line_2
good_count,41,2022-07-04 06:11:24.850127,line_2
state,normal,2022-07-04 06:11:24.850127,line_2
state,normal,2022-07-04 06:21:13.274661,line_1
good_count,43,2022-07-04 06:21:13.274661,line_1
bad_count,1,2022-07-04 06:21:13.274661,line_1
state,idle,2022-07-04 06:25:11.952350,line_2
bad_count,2,2022-07-04 06:25:11.952350,line_2
good_count,44,2022-07-04 06:25:11.952350,line_2
state,fault,2022-07-04 06:26:08.520920,line_2
state,normal,2022-07-04 06:26:15.355946,line_1
bad_count,0,2022-07-04 06:26:15.355946,line_1
good_count,19,2022-07-04 06:26:15.355946,line_1
state,idle,2022-07-04 06:35:55.155595,line_1
good_count,19,2022-07-04 06:35:55.155595,line_1
bad_count,0,2022-07-04 06:35:55.155595,line_1
state,idle,2022-07-04 06:36:58.882502,line_1
state,normal,2022-07-04 06:37:39.060065,line_1
good_count,24,2022-07-04 06:44:07.497544,line_1
state,idle,2022-07-04 06:44:07.497544,line_1
bad_count,0,2022-07-04 06:44:07.497544,line_1
state,idle,2022-07-04 06:44:50.364214,line_1
state,normal,2022-07-04 06:46:12.368294,line_1
state,normal,2022-07-04 06:54:35.226200,line_1
bad_count,1,2022-07-04 06:54:35.226200,line_1
good_count,31,2022-07-04 06:54:35.226200,line_1
state,idle,2022-07-04 07:07:50.638487,line_1
bad_count,0,2022-07-04 07:07:50.638487,line_1
good_count,43,2022-07-04 07:07:50.638487,line_1
state,normal,2022-07-04 07:08:48.385895,line_1
good_count,28,2022-07-04 07:16:51.755226,line_1
bad_count,0,2022-07-04 07:16:51.755226,line_1
state,fault,2022-07-04 07:16:51.755226,line_1
state,idle,2022-07-04 11:48:52.617146,line_2
state,idle,2022-07-04 11:50:07.438158,line_2
state,normal,2022-07-04 11:51:36.472005,line_2
good_count,24,2022-07-04 12:00:35.368106,line_2
bad_count,1,2022-07-04 12:00:35.368106,line_2
state,idle,2022-07-04 12:00:35.368106,line_2
state,idle,2022-07-04 12:01:57.805409,line_2
state,normal,2022-07-04 12:02:37.740727,line_2
state,idle,2022-07-04 12:12:12.081973,line_2
bad_count,1,2022-07-04 12:12:12.081973,line_2
good_count,20,2022-07-04 12:12:12.081973,line_2
state,idle,2022-07-04 12:13:08.203605,line_2
state,normal,2022-07-04 12:13:38.330398,line_2
bad_count,1,2022-07-04 12:20:20.311114,line_2
state,idle,2022-07-04 12:20:20.311114,line_2
good_count,21,2022-07-04 12:20:20.311114,line_2
state,normal,2022-07-04 12:20:56.050739,line_2
good_count,20,2022-07-04 12:26:34.837335,line_2
bad_count,1,2022-07-04 12:26:34.837335,line_2
state,idle,2022-07-04 12:26:34.837335,line_2
state,normal,2022-07-04 12:27:55.317097,line_2
good_count,29,2022-07-04 12:36:37.371247,line_2
bad_count,1,2022-07-04 12:36:37.371247,line_2
state,idle,2022-07-04 12:36:37.371247,line_2
state,normal,2022-07-04 12:37:43.642361,line_2
good_count,15,2022-07-04 12:46:20.882526,line_2
bad_count,1,2022-07-04 12:46:20.882526,line_2
state,normal,2022-07-04 12:46:20.882526,line_2
bad_count,1,2022-07-04 12:56:49.354990,line_2
good_count,31,2022-07-04 12:56:49.354990,line_2
state,normal,2022-07-04 12:56:49.354990,line_2
good_count,25,2022-07-04 13:11:45.962629,line_2
bad_count,1,2022-07-04 13:11:45.962629,line_2
state,normal,2022-07-04 13:11:45.962629,line_2
good_count,28,2022-07-04 13:21:56.662781,line_2
state,normal,2022-07-04 13:21:56.662781,line_2
bad_count,1,2022-07-04 13:21:56.662781,line_2
state,idle,2022-07-04 13:36:23.845255,line_2
bad_count,2,2022-07-04 13:36:23.845255,line_2
good_count,46,2022-07-04 13:36:23.845255,line_2
state,planned_stop,2022-07-04 13:37:04.076666,line_2
state,idle,2022-07-04 14:03:17.487131,line_1
state,idle,2022-07-04 14:04:19.104459,line_1
state,normal,2022-07-04 14:05:18.211828,line_1
good_count,25,2022-07-04 14:13:25.533924,line_1
state,normal,2022-07-04 14:13:25.533924,line_1
bad_count,0,2022-07-04 14:13:25.533924,line_1
state,normal,2022-07-04 14:20:45.313557,line_2
state,normal,2022-07-04 14:21:43.107316,line_1
bad_count,0,2022-07-04 14:21:43.107316,line_1
good_count,27,2022-07-04 14:21:43.107316,line_1
state,idle,2022-07-04 14:32:42.465383,line_2
good_count,36,2022-07-04 14:32:42.465383,line_2
bad_count,2,2022-07-04 14:32:42.465383,line_2
state,idle,2022-07-04 14:33:49.425863,line_2
state,idle,2022-07-04 14:34:44.519014,line_2
state,idle,2022-07-04 14:36:01.203513,line_2
state,idle,2022-07-04 14:36:23.819498,line_1
bad_count,0,2022-07-04 14:36:23.819498,line_1
good_count,31,2022-07-04 14:36:23.819498,line_1
state,normal,2022-07-04 14:36:49.226411,line_2
state,idle,2022-07-04 14:37:51.249348,line_1
state,idle,2022-07-04 14:39:12.317056,line_1
state,idle,2022-07-04 14:40:05.179928,line_1
state,normal,2022-07-04 14:41:00.077546,line_1
bad_count,0,2022-07-04 14:42:29.310856,line_2
good_count,10,2022-07-04 14:42:29.310856,line_2
state,idle,2022-07-04 14:42:29.310856,line_2
state,normal,2022-07-04 14:43:06.924245,line_2
state,normal,2022-07-04 14:50:19.292062,line_1
bad_count,0,2022-07-04 14:50:19.292062,line_1
good_count,21,2022-07-04 14:50:19.292062,line_1
state,idle,2022-07-04 14:50:39.622069,line_2
good_count,22,2022-07-04 14:50:39.622069,line_2
bad_count,1,2022-07-04 14:50:39.622069,line_2
state,idle,2022-07-04 14:51:25.957728,line_2
state,idle,2022-07-04 14:52:54.604572,line_2
state,idle,2022-07-04 14:54:18.283978,line_2
state,normal,2022-07-04 14:55:13.908743,line_2
good_count,32,2022-07-04 14:59:44.785849,line_1
bad_count,0,2022-07-04 14:59:44.785849,line_1
state,normal,2022-07-04 14:59:44.785849,line_1
bad_count,1,2022-07-04 15:05:34.918988,line_2
good_count,27,2022-07-04 15:05:34.918988,line_2
state,idle,2022-07-04 15:05:34.918988,line_2
state,idle,2022-07-04 15:07:02.907091,line_2
state,idle,2022-07-04 15:08:01.696410,line_2
state,normal,2022-07-04 15:08:52.457977,line_2
state,idle,2022-07-04 15:09:25.132165,line_1
bad_count,0,2022-07-04 15:09:25.132165,line_1
good_count,31,2022-07-04 15:09:25.132165,line_1
state,idle,2022-07-04 15:10:32.418522,line_1
state,normal,2022-07-04 15:11:46.826765,line_1
good_count,23,2022-07-04 15:17:55.496770,line_1
bad_count,0,2022-07-04 15:17:55.496770,line_1
state,normal,2022-07-04 15:17:55.496770,line_1
bad_count,1,2022-07-04 15:18:46.574527,line_2
good_count,27,2022-07-04 15:18:46.574527,line_2
state,idle,2022-07-04 15:18:46.574527,line_2
state,normal,2022-07-04 15:20:00.595297,line_2
state,idle,2022-07-04 15:27:13.975257,line_2
bad_count,1,2022-07-04 15:27:13.975257,line_2
good_count,25,2022-07-04 15:27:13.975257,line_2
state,idle,2022-07-04 15:27:45.021404,line_2
state,normal,2022-07-04 15:29:04.123008,line_2
state,normal,2022-07-04 15:30:40.119173,line_1
bad_count,0,2022-07-04 15:30:40.119173,line_1
good_count,25,2022-07-04 15:30:40.119173,line_1
bad_count,0,2022-07-04 15:38:15.514413,line_1
good_count,17,2022-07-04 15:38:15.514413,line_1
state,normal,2022-07-04 15:38:15.514413,line_1
good_count,37,2022-07-04 15:42:14.245169,line_2
state,normal,2022-07-04 15:42:14.245169,line_2
bad_count,1,2022-07-04 15:42:14.245169,line_2
state,idle,2022-07-04 15:48:26.343199,line_1
bad_count,0,2022-07-04 15:48:26.343199,line_1
good_count,23,2022-07-04 15:48:26.343199,line_1
state,idle,2022-07-04 15:49:21.556904,line_1
good_count,11,2022-07-04 15:49:28.855250,line_2
state,idle,2022-07-04 15:49:28.855250,line_2
bad_count,1,2022-07-04 15:49:28.855250,line_2
state,idle,2022-07-04 15:50:46.396516,line_2
state,normal,2022-07-04 15:50:47.496386,line_1
state,normal,2022-07-04 15:52:00.738910,line_2
state,normal,2022-07-04 15:56:06.251125,line_1
good_count,18,2022-07-04 15:56:06.251125,line_1
bad_count,0,2022-07-04 15:56:06.251125,line_1
good_count,27,2022-07-04 16:06:54.663589,line_2
bad_count,1,2022-07-04 16:06:54.663589,line_2
state,idle,2022-07-04 16:06:54.663589,line_2
state,idle,2022-07-04 16:08:18.391538,line_2
good_count,42,2022-07-04 16:08:32.232642,line_1
state,idle,2022-07-04 16:08:32.232642,line_1
bad_count,0,2022-07-04 16:08:32.232642,line_1
state,idle,2022-07-04 16:09:18.313600,line_2
state,normal,2022-07-04 16:09:51.485387,line_1
state,normal,2022-07-04 16:10:17.773673,line_2
state,normal,2022-07-04 16:15:18.790189,line_1
good_count,15,2022-07-04 16:15:18.790189,line_1
bad_count,0,2022-07-04 16:15:18.790189,line_1
good_count,45,2022-07-04 16:23:55.903927,line_2
state,normal,2022-07-04 16:23:55.903927,line_2
bad_count,2,2022-07-04 16:23:55.903927,line_2
bad_count,0,2022-07-04 16:26:19.476018,line_1
state,normal,2022-07-04 16:26:19.476018,line_1
good_count,29,2022-07-04 16:26:19.476018,line_1
good_count,14,2022-07-04 16:32:03.366676,line_1
bad_count,0,2022-07-04 16:32:03.366676,line_1
state,idle,2022-07-04 16:32:03.366676,line_1
state,fault,2022-07-04 16:33:07.838573,line_1
bad_count,1,2022-07-04 16:35:50.596499,line_2
state,idle,2022-07-04 16:35:50.596499,line_2
good_count,32,2022-07-04 16:35:50.596499,line_2
state,idle,2022-07-04 16:37:06.665158,line_2
state,idle,2022-07-04 16:38:21.078449,line_2
state,normal,2022-07-04 16:39:09.259943,line_2
good_count,29,2022-07-04 16:50:19.018482,line_2
bad_count,1,2022-07-04 16:50:19.018482,line_2
state,normal,2022-07-04 16:50:19.018482,line_2
state,normal,2022-07-04 17:04:36.572361,line_2
bad_count,1,2022-07-04 17:04:36.572361,line_2
good_count,42,2022-07-04 17:04:36.572361,line_2
good_count,37,2022-07-04 17:15:43.148922,line_2
bad_count,1,2022-07-04 17:15:43.148922,line_2
state,normal,2022-07-04 17:15:43.148922,line_2
good_count,12,2022-07-04 17:20:51.244256,line_2
bad_count,0,2022-07-04 17:20:51.244256,line_2
state,idle,2022-07-04 17:20:51.244256,line_2
state,normal,2022-07-04 17:21:59.276465,line_2
bad_count,2,2022-07-04 17:35:40.694967,line_2
good_count,30,2022-07-04 17:35:40.694967,line_2
state,idle,2022-07-04 17:35:40.694967,line_2
state,idle,2022-07-04 17:37:00.924633,line_2
state,normal,2022-07-04 17:38:25.642980,line_2
state,idle,2022-07-04 17:52:36.394735,line_2
good_count,37,2022-07-04 17:52:36.394735,line_2
bad_count,2,2022-07-04 17:52:36.394735,line_2
state,normal,2022-07-04 17:53:12.009244,line_2
state,normal,2022-07-04 18:04:58.008820,line_2
good_count,25,2022-07-04 18:04:58.008820,line_2
bad_count,1,2022-07-04 18:04:58.008820,line_2
good_count,23,2022-07-04 18:15:00.332783,line_2
bad_count,1,2022-07-04 18:15:00.332783,line_2
state,idle,2022-07-04 18:15:00.332783,line_2
state,normal,2022-07-04 18:15:38.561950,line_2
good_count,25,2022-07-04 18:26:02.923206,line_2
bad_count,1,2022-07-04 18:26:02.923206,line_2
state,normal,2022-07-04 18:26:02.923206,line_2
bad_count,2,2022-07-04 18:37:58.619711,line_2
good_count,35,2022-07-04 18:37:58.619711,line_2
state,idle,2022-07-04 18:37:58.619711,line_2
state,idle,2022-07-04 18:38:52.605905,line_2
state,normal,2022-07-04 18:40:12.074524,line_2
good_count,11,2022-07-04 18:46:53.380750,line_2
bad_count,1,2022-07-04 18:46:53.380750,line_2
state,idle,2022-07-04 18:46:53.380750,line_2
state,normal,2022-07-04 18:48:00.205513,line_2
good_count,29,2022-07-04 19:02:37.329802,line_2
bad_count,1,2022-07-04 19:02:37.329802,line_2
state,normal,2022-07-04 19:02:37.329802,line_2
state,idle,2022-07-04 19:14:58.806067,line_2
good_count,22,2022-07-04 19:14:58.806067,line_2
bad_count,1,2022-07-04 19:14:58.806067,line_2
state,normal,2022-07-04 19:16:22.122161,line_2
state,normal,2022-07-04 19:25:03.036552,line_2
bad_count,1,2022-07-04 19:25:03.036552,line_2
good_count,20,2022-07-04 19:25:03.036552,line_2
bad_count,1,2022-07-04 19:31:38.902843,line_2
state,normal,2022-07-04 19:31:38.902843,line_2
good_count,11,2022-07-04 19:31:38.902843,line_2
state,normal,2022-07-04 19:43:33.566739,line_2
good_count,28,2022-07-04 19:43:33.566739,line_2
bad_count,1,2022-07-04 19:43:33.566739,line_2
good_count,35,2022-07-04 19:56:25.239490,line_2
bad_count,2,2022-07-04 19:56:25.239490,line_2
state,idle,2022-07-04 19:56:25.239490,line_2
state,idle,2022-07-04 19:57:04.935859,line_2
state,normal,2022-07-04 19:58:23.056702,line_2
good_count,18,2022-07-04 20:04:07.936029,line_2
bad_count,1,2022-07-04 20:04:07.936029,line_2
state,normal,2022-07-04 20:04:07.936029,line_2
good_count,38,2022-07-04 20:15:49.673237,line_2
bad_count,2,2022-07-04 20:15:49.673237,line_2
state,idle,2022-07-04 20:15:49.673237,line_2
state,idle,2022-07-04 20:17:10.144408,line_2
state,normal,2022-07-04 20:17:43.824279,line_2
good_count,24,2022-07-04 20:30:47.192583,line_2
bad_count,1,2022-07-04 20:30:47.192583,line_2
state,idle,2022-07-04 20:30:47.192583,line_2
state,normal,2022-07-04 20:31:17.742796,line_2
good_count,17,2022-07-04 20:40:16.907927,line_2
bad_count,1,2022-07-04 20:40:16.907927,line_2
state,normal,2022-07-04 20:40:16.907927,line_2
good_count,16,2022-07-04 20:46:14.032526,line_2
bad_count,1,2022-07-04 20:46:14.032526,line_2
state,normal,2022-07-04 20:46:14.032526,line_2
state,normal,2022-07-04 20:57:27.031436,line_2
good_count,26,2022-07-04 20:57:27.031436,line_2
bad_count,1,2022-07-04 20:57:27.031436,line_2
bad_count,1,2022-07-04 21:06:10.434615,line_2
state,idle,2022-07-04 21:06:10.434615,line_2
good_count,27,2022-07-04 21:06:10.434615,line_2
state,fault,2022-07-04 21:06:51.875024,line_2
state,normal,2022-07-04 21:41:37.111153,line_1
state,normal,2022-07-04 21:53:20.635609,line_1
bad_count,1,2022-07-04 21:53:20.635609,line_1
good_count,38,2022-07-04 21:53:20.635609,line_1
state,idle,2022-07-04 21:59:38.176968,line_1
good_count,19,2022-07-04 21:59:38.176968,line_1
bad_count,0,2022-07-04 21:59:38.176968,line_1
state,idle,2022-07-04 22:00:52.628213,line_1
state,idle,2022-07-04 22:02:07.803194,line_1
state,normal,2022-07-04 22:03:26.636426,line_1
good_count,54,2022-07-04 22:17:04.823805,line_1
bad_count,1,2022-07-04 22:17:04.823805,line_1
state,idle,2022-07-04 22:17:04.823805,line_1
state,normal,2022-07-04 22:17:40.022701,line_1
good_count,27,2022-07-04 22:31:21.477739,line_1
bad_count,0,2022-07-04 22:31:21.477739,line_1
state,normal,2022-07-04 22:31:21.477739,line_1
bad_count,0,2022-07-04 22:41:34.910077,line_1
state,normal,2022-07-04 22:41:34.910077,line_1
good_count,28,2022-07-04 22:41:34.910077,line_1
good_count,28,2022-07-04 22:54:23.591147,line_1
bad_count,0,2022-07-04 22:54:23.591147,line_1
state,idle,2022-07-04 22:54:23.591147,line_1
state,idle,2022-07-04 22:55:36.023532,line_1
state,normal,2022-07-04 22:56:24.826990,line_1
good_count,46,2022-07-04 23:07:57.513748,line_1
state,normal,2022-07-04 23:07:57.513748,line_1
bad_count,0,2022-07-04 23:07:57.513748,line_1
good_count,15,2022-07-04 23:13:15.283783,line_1
bad_count,0,2022-07-04 23:13:15.283783,line_1
state,idle,2022-07-04 23:13:15.283783,line_1
state,idle,2022-07-04 23:14:36.833534,line_1
state,normal,2022-07-04 23:15:24.052645,line_1
bad_count,0,2022-07-04 23:22:26.938491,line_1
good_count,15,2022-07-04 23:22:26.938491,line_1
state,normal,2022-07-04 23:22:26.938491,line_1
good_count,51,2022-07-04 23:36:16.306702,line_1
state,normal,2022-07-04 23:36:16.306702,line_1
bad_count,1,2022-07-04 23:36:16.306702,line_1
good_count,32,2022-07-04 23:49:45.117500,line_1
bad_count,0,2022-07-04 23:49:45.117500,line_1
state,idle,2022-07-04 23:49:45.117500,line_1
state,normal,2022-07-04 23:51:08.122392,line_1
bad_count,0,2022-07-05 00:04:34.698633,line_1
state,normal,2022-07-05 00:04:34.698633,line_1
good_count,43,2022-07-05 00:04:34.698633,line_1
bad_count,1,2022-07-05 00:19:17.310239,line_1
state,normal,2022-07-05 00:19:17.310239,line_1
good_count,46,2022-07-05 00:19:17.310239,line_1
state,normal,2022-07-05 00:24:59.568849,line_1
good_count,20,2022-07-05 00:24:59.568849,line_1
bad_count,0,2022-07-05 00:24:59.568849,line_1
bad_count,0,2022-07-05 00:35:07.614271,line_1
state,idle,2022-07-05 00:35:07.614271,line_1
good_count,27,2022-07-05 00:35:07.614271,line_1
state,normal,2022-07-05 00:35:57.105011,line_1
state,normal,2022-07-05 00:44:11.759374,line_1
bad_count,0,2022-07-05 00:44:11.759374,line_1
good_count,29,2022-07-05 00:44:11.759374,line_1
bad_count,1,2022-07-05 00:56:23.283922,line_1
good_count,35,2022-07-05 00:56:23.283922,line_1
state,idle,2022-07-05 00:56:23.283922,line_1
